source,name,price,seller,link,scraped_at,searched_for_gem_id,searched_for_gem_link
flipkart,ELECOVER Original Deep Bass with Sound Cancellation Hea... 3.7 (3),286,,https://www.flipkart.com/elecover-original-deep-bass-sound-cancellation-headphones-wired-headset/p/itmdbff3ba2e5cda,2026-09-20T17:16:05.137400+00:00,108,https://mkp.gem.gov.in/computer-mouse/obera-wired-gk100/p-5116877-2748115046-cat.html
flipkart,YAROH neckband best quality Wired Gaming,451,,https://www.flipkart.com/yaroh-neckband-best-quality-wired-gaming/p/itmfd9eaf2741103,2026-09-20T17:16:05.137436+00:00,108,https://mkp.gem.gov.in/computer-mouse/obera-wired-gk100/p-5116877-2748115046-cat.html
flipkart,Deeravia Type-C Earphone|ENC Mic| Premium Earphone| Mag...,295,,https://www.flipkart.com/deeravia-type-c-earphone-enc-mic-premium-earphone-magnetized-buds-pro-phantom-r4-wired/p/itm63027356a2b7a,2026-09-20T17:16:05.137448+00:00,108,https://mkp.gem.gov.in/computer-mouse/obera-wired-gk100/p-5116877-2748115046-cat.html
flipkart,VOXERA Buds 3 3.5mm Earphone Bold Bass Deep Sound Wired...,699,,https://www.flipkart.com/voxera-buds-3-3-5mm-earphone-bold-bass-deep-sound-wired/p/itmc961d4d837f4f,2026-09-20T17:16:05.137457+00:00,108,https://mkp.gem.gov.in/computer-mouse/obera-wired-gk100/p-5116877-2748115046-cat.html
flipkart,Currently unavailable,599,,https://www.flipkart.com/gamor-buds-2-neo-earphone-durable-reliable-black-wired/p/itma17866733957c,2026-09-20T17:16:05.137466+00:00,108,https://mkp.gem.gov.in/computer-mouse/obera-wired-gk100/p-5116877-2748115046-cat.html
flipkart,"LAPCARE L-70 Plus / 1200 DPI Wired Ambidextrous Optical... USB 2.0, Black 3.9 (38)",199,,https://www.flipkart.com/lapcare-l-70-plus-1200-dpi-wired-ambidextrous-optical-mouse/p/itm6f20421c49677,2026-09-20T17:16:25.133932+00:00,109,https://mkp.gem.gov.in/computer-mouse/lapcare-l70-plus/p-5116877-18283206337-cat.html
flipkart,"Regatech Compatible with Asus R700VD, R700VJ, R700VM, R... Power Cord Included",822,,https://www.flipkart.com/regatech-compatible-asus-r700vd-r700vj-r700vm-r701-r701vb-19v-3-42a-65-w-adapter/p/itm1b816dca0ac48,2026-09-20T17:16:25.133958+00:00,109,https://mkp.gem.gov.in/computer-mouse/lapcare-l70-plus/p-5116877-18283206337-cat.html
flipkart,"Regatech Compatible with Asus Pro 79XXX, Pro 80, Pro 88... Power Cord Included",824,,https://www.flipkart.com/regatech-compatible-asus-pro-79xxx-80-88-88q-65-w-adapter/p/itm64c89a4b574cb,2026-09-20T17:16:25.133966+00:00,109,https://mkp.gem.gov.in/computer-mouse/lapcare-l70-plus/p-5116877-18283206337-cat.html
flipkart,LAPCARE BIS Certified Compatible Laptop Battery for HP ... 3.3 (9),1409,,https://www.flipkart.com/lapcare-bis-certified-compatible-laptop-battery-hp-elitebook-8460p-8470p-8570p-8560p-probook-6470b-6360b-6460b-6465b-6560b-6565b-black-6-cell/p/itm2641c4f352770,2026-09-20T17:16:25.133972+00:00,109,https://mkp.gem.gov.in/computer-mouse/lapcare-l70-plus/p-5116877-18283206337-cat.html
flipkart,LAPPYMIND 706872-2S1P Laptop Battery for Avita XN16 Ser...,5622,,https://www.flipkart.com/lappymind-706872-2s1p-laptop-battery-avita-xn16-series-3-cell-7-6v-4000mah-30-4wh-high-capacity-li-polymer-3-cell/p/itm9807a08920c91,2026-09-20T17:16:25.133977+00:00,109,https://mkp.gem.gov.in/computer-mouse/lapcare-l70-plus/p-5116877-18283206337-cat.html
flipkart,FINGERS SoundReflex W5 Wired 3.9 (112),325,,https://www.flipkart.com/fingers-soundreflex-w5-wired/p/itm57982892970cb,2026-09-20T17:16:43.910864+00:00,110,https://mkp.gem.gov.in/computer-mouse/superhit-wired/p-5116877-38356973538-cat.html
flipkart,FINGERS SoundBoomerang Wired 3.8 (203),345,,https://www.flipkart.com/fingers-soundboomerang-wired/p/itm87dbe0d9949d0,2026-09-20T17:16:43.910891+00:00,110,https://mkp.gem.gov.in/computer-mouse/superhit-wired/p-5116877-38356973538-cat.html
flipkart,FINGERS SoundBoss Wired 3.6 (132),325,,https://www.flipkart.com/fingers-soundboss-wired/p/itmb2f3bc99bb232,2026-09-20T17:16:43.910899+00:00,110,https://mkp.gem.gov.in/computer-mouse/superhit-wired/p-5116877-38356973538-cat.html
flipkart,SPARENTERPRISES A30462 Wired,1498,,https://www.flipkart.com/sparenterprises-a30462-wired/p/itm8e965b6fde963,2026-09-20T17:16:43.910905+00:00,110,https://mkp.gem.gov.in/computer-mouse/superhit-wired/p-5116877-38356973538-cat.html
flipkart,Currently unavailable,236,,https://www.flipkart.com/unix-ear-candy-wired-earphones-mic-10mm-powerful-driver-stereo-audio/p/itm072d0ac3b77c7,2026-09-20T17:16:43.910911+00:00,110,https://mkp.gem.gov.in/computer-mouse/superhit-wired/p-5116877-38356973538-cat.html
flipkart,"LAPCARE LWC-012 WEBCAM HD 720M P, HD Webcam 720p, with ... Black 3.6 (54)",849,,https://www.flipkart.com/lapcare-lwc-012-webcam-hd-720m-p-720p-microphone-usb-connectivity/p/itm709f24323893f,2026-09-20T17:17:03.208581+00:00,111,https://mkp.gem.gov.in/computer-mouse/lapcare-safari-iii-lwm-003/p-5116877-62172822837-cat.html
flipkart,"Regatech Compatible with Lenovo Y580, Y650, Y710, Y730,... Power Cord Included",822,,https://www.flipkart.com/regatech-compatible-lenovo-y580-y650-y710-y730-y730a-19v-3-42a-65-w-adapter/p/itm5d8be372e8b84,2026-09-20T17:17:03.208616+00:00,111,https://mkp.gem.gov.in/computer-mouse/lapcare-safari-iii-lwm-003/p-5116877-62172822837-cat.html
flipkart,"Regatech Compatible with Lenovo V470CA, V470G, V470P, V... Power Cord Included",822,,https://www.flipkart.com/regatech-compatible-lenovo-v470ca-v470g-v470p-v475-v550-19v-3-42a-65-w-adapter/p/itmf5ead0162299e,2026-09-20T17:17:03.208624+00:00,111,https://mkp.gem.gov.in/computer-mouse/lapcare-safari-iii-lwm-003/p-5116877-62172822837-cat.html
flipkart,LAPCARE ZWJL7R4 6 Cell Laptop Battery 3.2 (6),1350,,https://www.flipkart.com/lapcare-zwjl7r4-6-cell-laptop-battery/p/itm24bf6d3b1bdfe,2026-09-20T17:17:03.208631+00:00,111,https://mkp.gem.gov.in/computer-mouse/lapcare-safari-iii-lwm-003/p-5116877-62172822837-cat.html
flipkart,LAPCARE LSOBTSI2313 6 Cell Laptop Battery,3169,,https://www.flipkart.com/lapcare-lsobtsi2313-6-cell-laptop-battery/p/itmc2f8d079ef9c2,2026-09-20T17:17:03.208637+00:00,111,https://mkp.gem.gov.in/computer-mouse/lapcare-safari-iii-lwm-003/p-5116877-62172822837-cat.html
flipkart,"HP 115 / 1600 DPI Optical Tracking, Ambidextrous Wired ... 4.4 (81)",448,,https://www.flipkart.com/hp-115-1600-dpi-optical-tracking-ambidextrous-wired-mouse/p/itm7facac3782968,2026-09-20T17:17:24.627719+00:00,112,https://mkp.gem.gov.in/computer-mouse/hp-115-wired-mouse-india/p-5116877-27955669569-cat.html
flipkart,HP 115 USB SET OF 4 Wired Ambidextrous Optical Mouse,1349,,https://www.flipkart.com/hp-115-usb-set-4-wired-ambidextrous-optical-mouse/p/itm66c05627a4b7a,2026-09-20T17:17:24.627749+00:00,112,https://mkp.gem.gov.in/computer-mouse/hp-115-wired-mouse-india/p-5116877-27955669569-cat.html
flipkart,Bestseller,299,,https://www.flipkart.com/hp-m080-wired-ambidextrous-optical-mouse/p/itm912db2650cb13,2026-09-20T17:17:24.627758+00:00,112,https://mkp.gem.gov.in/computer-mouse/hp-115-wired-mouse-india/p-5116877-27955669569-cat.html
flipkart,"TECHWIBE Mouse Autoclicker, Plug & Play, No Software Re... 4.1 (72)",546,,https://www.flipkart.com/techwibe-mouse-autoclicker-plug-play-no-software-required-48-clicks-per-5-sec-wired-right-handed-optical/p/itm072da573adda2,2026-09-20T17:17:24.627765+00:00,112,https://mkp.gem.gov.in/computer-mouse/hp-115-wired-mouse-india/p-5116877-27955669569-cat.html
flipkart,sanwaliya traders TEAC GX-11 Pro RGB Gaming Mouse Wired... 3.9 (605),195,,https://www.flipkart.com/sanwaliya-traders-teac-gx-11-pro-rgb-gaming-mouse-wired-ambidextrous-optical/p/itm5bd46daa3ef90,2026-09-20T17:17:24.627774+00:00,112,https://mkp.gem.gov.in/computer-mouse/hp-115-wired-mouse-india/p-5116877-27955669569-cat.html
flipkart,Lenovo 120 Wired Ambidextrous Optical Mouse wired mouse 4.4 (449),293,,https://www.flipkart.com/lenovo-120-wired-ambidextrous-optical-mouse/p/itm5e80fe0171200,2026-09-20T17:17:51.908350+00:00,113,https://mkp.gem.gov.in/computer-mouse/tvs-champ-m120-mouse-1year-warranty/p-5116877-19214623695-cat.html
flipkart,HP 110 WIRED MOUSE Wired Ambidextrous Optical  Gaming M... 4.2 (60),449,,https://www.flipkart.com/hp-110-wired-mouse-ambidextrous-optical-gaming/p/itm20fc8f6d5e550,2026-09-20T17:17:51.908378+00:00,113,https://mkp.gem.gov.in/computer-mouse/tvs-champ-m120-mouse-1year-warranty/p-5116877-19214623695-cat.html
flipkart,"ZEBRONICS Pulse Ergonomic Optical Mouse 1600 DPI, 4 But... 4.1 (14,369)",299,,https://www.flipkart.com/zebronics-pulse-ergonomic-optical-mouse-1600-dpi-4-buttons-silent-operation-usb-dongle/p/itm510e7b649f21d,2026-09-20T17:17:51.908386+00:00,113,https://mkp.gem.gov.in/computer-mouse/tvs-champ-m120-mouse-1year-warranty/p-5116877-19214623695-cat.html
flipkart,"ZEBRONICS Power Wired Ambidextrous Optical Mouse 4.2 (22,931)",149,,https://www.flipkart.com/zebronics-power-wired-ambidextrous-optical-mouse/p/itmbc00c58ebf0f0,2026-09-20T17:17:51.908392+00:00,113,https://mkp.gem.gov.in/computer-mouse/tvs-champ-m120-mouse-1year-warranty/p-5116877-19214623695-cat.html
