source,name,price,seller,link,scraped_at
flipkart,"Elvyvor Mesh Office Conference Chair black, DIY(Do-It-Yourself)",2494,,https://www.flipkart.com/elvyvor-mesh-office-conference-chair/p/itm773a1e73ef75c,2026-09-20T08:04:18.028409+00:00
flipkart,"SUPREMA Study Arm Revolving High Back Chair Mesh Study ... Black, DIY(Do-It-Yourself) 3.7 (1,426)",4103,,https://www.flipkart.com/suprema-study-arm-revolving-high-back-chair-mesh/p/itmd7c32caaadff6,2026-09-20T08:04:18.028431+00:00
flipkart,"Da URBAN Merlion Z-Black High Back Ergonomic Mesh Offic... Black, Optional Installation Available 3.9 (502)",5399,,https://www.flipkart.com/da-urban-merlion-z-black-high-back-ergonomic-mesh-office-chair-executive/p/itm49dd6a65d6563,2026-09-20T08:04:18.028434+00:00
flipkart,"SEATFIT Mesh Matrix Ergonomic Office Chair with Back Su... Black, DIY(Do-It-Yourself) 3.8 (182)",4915,,https://www.flipkart.com/seatfit-mesh-matrix-ergonomic-office-chair-back-support-adjustable-height-arm/p/itmfc5f9588cd68d,2026-09-20T08:04:18.028436+00:00
flipkart,"beaatho Florence Metal Base Mid Back Revolving Office M... Black, Optional Installation Available 3.9 (622)",3599,,https://www.flipkart.com/beaatho-florence-metal-base-mid-back-revolving-office-mesh-executive-chair/p/itmdaa68b6cc65d2,2026-09-20T08:04:18.028438+00:00
flipkart,"IAFA Ergolux High Back Ergonomic Office Chair with Heav... Black, Optional Installation Available 4 (4,827)",5299,,https://www.flipkart.com/iafa-ergolux-high-back-ergonomic-office-chair-heavy-duty-metal-base-mesh-adjustable-arm/p/itm6c84c3178d43d,2026-09-20T08:04:18.028440+00:00
flipkart,"ASTRIDE Ergofit BIS Certified Ergonomic Chair High Back... Red, Optional Installation Available 4.2 (2,917)",5299,,https://www.flipkart.com/astride-ergofit-bis-certified-ergonomic-chair-high-back-synchro-tilt-mechanism-mesh-office-adjustable-arm/p/itmfa0529a2d9b77,2026-09-20T08:04:18.028442+00:00
flipkart,"Oakcraft Matrix 3 Year Warranty Ergonomic with Comforta... Grey, Optional Installation Available 4 (6,977)",4957,,https://www.flipkart.com/oakcraft-matrix-3-year-warranty-ergonomic-comfortable-pads-mesh-office-adjustable-arm-chair/p/itm4156db09e8427,2026-09-20T08:04:18.028444+00:00
flipkart,"RW REST WELL Star Executive Revolving Office Chair|Comp... Coffee, Optional Installation Available 4 (394)",4993,,https://www.flipkart.com/rw-rest-well-star-executive-revolving-office-chair-computer-desk-chair-cushioned-seat-leatherette/p/itm031956a088edd,2026-09-20T08:04:18.028447+00:00
flipkart,"beaatho Dusk High Back Ergonomic Revolving Nylon Office... Blue, Optional Installation Available 3.4 (29)",5798,,https://www.flipkart.com/beaatho-dusk-high-back-ergonomic-revolving-nylon-office-adjustable-arm-chair/p/itmf7ac134e3ed26,2026-09-20T08:04:18.028449+00:00
flipkart,"RW REST WELL Star Executive Revolving Office Chair|Comp... Light Grey, Optional Installation Available 4 (394)",4803,,https://www.flipkart.com/rw-rest-well-star-executive-revolving-office-chair-computer-desk-chair-cushioned-seat-leatherette/p/itmf76cf9a007297,2026-09-20T08:04:28.175970+00:00
flipkart,"Oakcraft Leatherette Office Executive Chair Pink, Optional Installation Available 4 (2,154)",4799,,https://www.flipkart.com/oakcraft-leatherette-office-executive-chair/p/itm2542cad384bbc,2026-09-20T08:04:28.175984+00:00
flipkart,"Flipkart Perfect Homes Opulon High Back Leatherette Off... Brown, White, Optional Installation Available 3.7 (231)",5699,,https://www.flipkart.com/flipkart-perfect-homes-opulon-high-back-leatherette-office-executive-chair/p/itmf342921197337,2026-09-20T08:04:28.175987+00:00
flipkart,"beaatho Verona Mid Back Sturdy Metal Base Nylon Revolvi... Grey, Optional Installation Available 4 (6,416)",3499,,https://www.flipkart.com/beaatho-verona-mid-back-sturdy-metal-base-nylon-revolving-mesh-office-executive-chair/p/itm609e37f633a10,2026-09-20T08:04:28.175989+00:00
flipkart,"beaatho Verona High Back With Ergonomic Revolving Nylon... Grey, Black, Optional Installation Available 3.7 (1,598)",4498,,https://www.flipkart.com/beaatho-verona-high-back-ergonomic-revolving-nylon-office-arm-chair/p/itmf956ebcbf64df,2026-09-20T08:04:28.175990+00:00
flipkart,"Oakcraft Gloster 3 Years Warranty High Back Ergonomic B... White, Optional Installation Available 4.1 (3,006)",7149,,https://www.flipkart.com/oakcraft-gloster-3-years-warranty-high-back-ergonomic-arm-rest-leatherette-office-executive-chair/p/itm458a49d52c3bc,2026-09-20T08:04:28.175992+00:00
flipkart,"Newturn MAXSON Mid back Work from home/Office/study/des... Red, Optional Installation Available 4.1 (2,278)",4836,,https://www.flipkart.com/newturn-maxson-mid-back-work-home-office-study-desk-wfh-leather-office-adjustable-arm-chair/p/itmed1ce9dddfb14,2026-09-20T08:04:28.175994+00:00
flipkart,"ASTRIDE Mavic BIS Certified High Back Ergonomic Office ... Black, DIY(Do-It-Yourself) 4.2 (72)",4649,,https://www.flipkart.com/astride-mavic-bis-certified-high-back-ergonomic-office-chair-2d-soft-armrest-mesh-adjustable-arm/p/itm3abe8a8121df0,2026-09-20T08:04:28.175996+00:00
flipkart,"CLASSELA Maxson Premium office visitor / waiting / clie... Brown, Optional Installation Available 4.4 (42)",4977,,https://www.flipkart.com/classela-maxson-premium-office-visitor-waiting-client-chair-1-year-warranty-synthetic/p/itm9ef4632cd3a4e,2026-09-20T08:04:28.175999+00:00
flipkart,"Newturn ROLEX orthopeadic Leather Boss Revolving office... Beige, Optional Installation Available 4.2 (682)",6271,,https://www.flipkart.com/newturn-rolex-orthopeadic-leather-boss-revolving-office-chair-1yrs-parts-repl-wty-adjustable-arm/p/itm2fae5dcee7b94,2026-09-20T08:04:39.902682+00:00
flipkart,"beaatho Oxford High Back Ergonomic Revolving Leatherett... Brown, Optional Installation Available 4.1 (3,589)",7598,,https://www.flipkart.com/beaatho-oxford-high-back-ergonomic-revolving-leatherette-office-executive-chair/p/itm9b60e5115fc37,2026-09-20T08:04:39.902697+00:00
flipkart,"Drogo Office Chair for Work from Home Computer Chair wi... Pink, Optional Installation Available 4.2 (164)",10493,,https://www.flipkart.com/drogo-office-chair-work-home-computer-head-lumbar-support-mesh-executive/p/itm3e25cab28576a,2026-09-20T08:04:39.902699+00:00
flipkart,"Pace-Innovations Cotton Blend Study Folding Chair Black, Pre-assembled 4.3 (20)",996,,https://www.flipkart.com/pace-innovations-cotton-blend-study-folding-chair/p/itme94612eed03e9,2026-09-20T08:04:39.902702+00:00
flipkart,"The Sleep Company Elite Premium Ergonomic High-Back Des... Grey, Optional Installation Available 3.9 (14)",44999,,https://www.flipkart.com/sleep-company-elite-premium-ergonomic-high-back-desk-office-home-footrest-mesh-executive-chair/p/itmc7b748aaa6e30,2026-09-20T08:04:39.902705+00:00
flipkart,"Da URBAN Prisma Black HB Revolving | Adjustable Headres... Black, Optional Installation Available 3.7 (18)",5999,,https://www.flipkart.com/da-urban-prisma-black-hb-revolving-adjustable-headrest-home-office-mesh-executive-chair/p/itma325850954346,2026-09-20T08:04:39.902708+00:00
