source,name,price,seller,link,scraped_at
flipkart,"Elvyvor Mesh Office Conference Chair black, DIY(Do-It-Yourself)",2494,,https://www.flipkart.com/elvyvor-mesh-office-conference-chair/p/itm773a1e73ef75c,2026-09-20T11:17:33.077633+00:00
flipkart,"SUPREMA Study Arm Revolving High Back Chair Mesh Study ... Black, DIY(Do-It-Yourself) 3.7 (1,426)",4103,,https://www.flipkart.com/suprema-study-arm-revolving-high-back-chair-mesh/p/itmd7c32caaadff6,2026-09-20T11:17:33.077702+00:00
flipkart,"Da URBAN Merlion Z-Black High Back Ergonomic Mesh Offic... Black, Optional Installation Available 3.9 (502)",5399,,https://www.flipkart.com/da-urban-merlion-z-black-high-back-ergonomic-mesh-office-chair-executive/p/itm49dd6a65d6563,2026-09-20T11:17:33.077716+00:00
flipkart,"RW REST WELL Star Executive Revolving Office Chair|Comp... Tan, Optional Installation Available 4 (394)",4726,,https://www.flipkart.com/rw-rest-well-star-executive-revolving-office-chair-computer-desk-chair-cushioned-seat-leatherette/p/itma9a84eac8c8fe,2026-09-20T11:17:33.077725+00:00
flipkart,"The Sleep Company Stylux SmartGRID Premium Ergonomic Hi... Black, Black, Optional Installation Available 3.9 (487)",15001,,https://www.flipkart.com/sleep-company-stylux-smartgrid-premium-ergonomic-high-back-desk-chair-office-home-nylon-executive/p/itmee644c22c3382,2026-09-20T11:17:33.077734+00:00
flipkart,"beaatho Verona Mid Back Sturdy Metal Base Nylon Revolvi... Grey, Optional Installation Available 4 (6,416)",3499,,https://www.flipkart.com/beaatho-verona-mid-back-sturdy-metal-base-nylon-revolving-mesh-office-executive-chair/p/itm609e37f633a10,2026-09-20T11:17:33.077743+00:00
flipkart,"Oakcraft Matrix Ergonomic with Height Adjustable Handre... Black, Optional Installation Available 4 (6,977)",4959,,https://www.flipkart.com/oakcraft-matrix-ergonomic-height-adjustable-handrest-locking-mechanism-mesh-office-arm-chair/p/itmf213f5ed0c48a,2026-09-20T11:17:33.077750+00:00
flipkart,"Oakcraft Hurricane High Back Ergonomic Chair Mesh Offic... Red, Optional Installation Available 4.1 (1,806)",4958,,https://www.flipkart.com/oakcraft-hurricane-high-back-ergonomic-chair-mesh-office-adjustable-arm/p/itma9654133e8083,2026-09-20T11:17:33.077757+00:00
flipkart,"SEATFIT A47 Ergonomic Leatherette Office Chair with Adj... Black, Optional Installation Available 4.1 (406)",6006,,https://www.flipkart.com/seatfit-a47-ergonomic-leatherette-office-chair-adjustable-height-back-support-arm/p/itma6c2c18d6b265,2026-09-20T11:17:33.077766+00:00
flipkart,"IAFA Ergolux High Back Ergonomic Office Chair with Heav... Red, Optional Installation Available 4 (4,827)",5509,,https://www.flipkart.com/iafa-ergolux-high-back-ergonomic-office-chair-heavy-duty-metal-base-mesh-adjustable-arm/p/itm440c7fa946cd1,2026-09-20T11:17:33.077773+00:00
flipkart,"AASHRA ENTERPRISES E.A Space The Luxury G_63, Black Hig... Brown, Optional Installation Available 4.4 (53)",7389,,https://www.flipkart.com/aashra-enterprises-e-a-space-luxury-g-63-black-high-back-premium-revolving-leatherette-office-arm-chair/p/itm6c87a2b5dc11e,2026-09-20T11:17:46.404761+00:00
flipkart,"Flipkart Perfect Homes Opulon High Back Leatherette Off... Brown, White, Optional Installation Available 3.7 (231)",5699,,https://www.flipkart.com/flipkart-perfect-homes-opulon-high-back-leatherette-office-executive-chair/p/itmf342921197337,2026-09-20T11:17:46.404789+00:00
flipkart,"Oakcraft Leatherette Office Executive Chair Pink, Optional Installation Available 4 (2,154)",4799,,https://www.flipkart.com/oakcraft-leatherette-office-executive-chair/p/itm2542cad384bbc,2026-09-20T11:17:46.404796+00:00
flipkart,"beaatho Berlin Orthopedic Boss Chair| Breathable Fabric... Grey, Optional Installation Available 4 (211)",7588,,https://www.flipkart.com/beaatho-berlin-orthopedic-boss-chair-breathable-fabric-executive-office-chair/p/itm14ff9cbfce1a7,2026-09-20T11:17:46.404801+00:00
flipkart,"IAFA Ergolux High Back Ergonomic Office Chair with Heav... Black, Optional Installation Available 4 (4,827)",5299,,https://www.flipkart.com/iafa-ergolux-high-back-ergonomic-office-chair-heavy-duty-metal-base-mesh-adjustable-arm/p/itm6c84c3178d43d,2026-09-20T11:17:46.404806+00:00
